# Value averages  
# Time            	momentum_x        	momentum_y        	momentum_z        
2.04	4.2925443131e-08	4.4409425321e-08	0.0000000000e+00
2.045	4.2912903529e-08	4.4402373662e-08	0.0000000000e+00
2.05	4.2900037464e-08	4.4394756641e-08	0.0000000000e+00
2.055	4.2886854958e-08	4.4386691178e-08	0.0000000000e+00
2.06	4.2873632495e-08	4.4378339280e-08	0.0000000000e+00
2.065	4.2860435103e-08	4.4369696861e-08	0.0000000000e+00
2.07	4.2847098970e-08	4.4360877820e-08	0.0000000000e+00
2.075	4.2833691815e-08	4.4351862329e-08	0.0000000000e+00
2.08	4.2820872541e-08	4.4342601405e-08	0.0000000000e+00
2.085	4.2808918859e-08	4.4333046126e-08	0.0000000000e+00
2.09	4.2797521883e-08	4.4323229568e-08	0.0000000000e+00
2.095	4.2786627609e-08	4.4313246702e-08	0.0000000000e+00
2.1	4.2775876354e-08	4.4303060872e-08	0.0000000000e+00
2.105	4.2765599647e-08	4.4292607442e-08	0.0000000000e+00
2.11	4.2755833184e-08	4.4282005105e-08	0.0000000000e+00
2.115	4.2746475397e-08	4.4271350157e-08	0.0000000000e+00
2.12	4.2737513220e-08	4.4260647307e-08	0.0000000000e+00
2.125	4.2729056951e-08	4.4249877533e-08	0.0000000000e+00
2.13	4.2721381406e-08	4.4239010150e-08	0.0000000000e+00
2.135	4.2713778363e-08	4.4228055651e-08	0.0000000000e+00
2.14	4.2706094553e-08	4.4216995641e-08	0.0000000000e+00
2.145	4.2698365582e-08	4.4205785129e-08	0.0000000000e+00
2.15	4.2690623754e-08	4.4194501968e-08	0.0000000000e+00
2.155	4.2682896838e-08	4.4183146883e-08	0.0000000000e+00
2.16	4.2675233534e-08	4.4171769072e-08	0.0000000000e+00
2.165	4.2667681480e-08	4.4160291207e-08	0.0000000000e+00
2.17	4.2660295144e-08	4.4148730607e-08	0.0000000000e+00
2.175	4.2652888244e-08	4.4137094432e-08	0.0000000000e+00
2.18	4.2645436587e-08	4.4125375869e-08	0.0000000000e+00
2.185	4.2637980610e-08	4.4113557251e-08	0.0000000000e+00
2.19	4.2630512425e-08	4.4101563206e-08	0.0000000000e+00
2.195	4.2623029280e-08	4.4089652001e-08	0.0000000000e+00
2.2	4.2615543729e-08	4.4077979003e-08	0.0000000000e+00
2.205	4.2608089414e-08	4.4066540651e-08	0.0000000000e+00
2.21	4.2600742089e-08	4.4055301719e-08	0.0000000000e+00
2.215	4.2593302856e-08	4.4044254399e-08	0.0000000000e+00
2.22	4.2585799473e-08	4.4033381999e-08	0.0000000000e+00
2.225	4.2578263726e-08	4.4022612514e-08	0.0000000000e+00
2.23	4.2570667271e-08	4.4011803269e-08	0.0000000000e+00
2.235	4.2563070438e-08	4.4001015331e-08	0.0000000000e+00
2.24	4.2555481858e-08	4.3990265577e-08	0.0000000000e+00
2.245	4.2547941382e-08	4.3979599916e-08	0.0000000000e+00
2.25	4.2540470184e-08	4.3969004327e-08	0.0000000000e+00
2.255	4.2532935956e-08	4.3958479801e-08	0.0000000000e+00
2.26	4.2525277357e-08	4.3948074143e-08	0.0000000000e+00
2.265	4.2517615012e-08	4.3937823749e-08	0.0000000000e+00
2.27	4.2510230475e-08	4.3927778876e-08	0.0000000000e+00
2.275	4.2502887492e-08	4.3917969105e-08	0.0000000000e+00
2.28	4.2495629751e-08	4.3908335656e-08	0.0000000000e+00
2.285	4.2488923050e-08	4.3898919634e-08	0.0000000000e+00
2.29	4.2482763233e-08	4.3889811478e-08	0.0000000000e+00
2.295	4.2477233424e-08	4.3881192374e-08	0.0000000000e+00
2.3	4.2471822118e-08	4.3872767546e-08	0.0000000000e+00
2.305	4.2466474406e-08	4.3864524174e-08	0.0000000000e+00
2.31	4.2461259721e-08	4.3856284128e-08	0.0000000000e+00
2.315	4.2456231451e-08	4.3847759255e-08	0.0000000000e+00
2.32	4.2451391334e-08	4.3839063735e-08	0.0000000000e+00
2.325	4.2446746475e-08	4.3830296796e-08	0.0000000000e+00
2.33	4.2442312009e-08	4.3821554523e-08	0.0000000000e+00
2.335	4.2438317041e-08	4.3812815706e-08	0.0000000000e+00
2.34	4.2434546351e-08	4.3803945064e-08	0.0000000000e+00
2.345	4.2430928245e-08	4.3794726798e-08	0.0000000000e+00
2.35	4.2427444406e-08	4.3785201063e-08	0.0000000000e+00
2.355	4.2424067823e-08	4.3775406286e-08	0.0000000000e+00
2.36	4.2420861663e-08	4.3765391374e-08	0.0000000000e+00
2.365	4.2417829618e-08	4.3755191119e-08	0.0000000000e+00
2.37	4.2414959824e-08	4.3744843158e-08	0.0000000000e+00
2.375	4.2412254651e-08	4.3734437313e-08	0.0000000000e+00
2.38	4.2409738104e-08	4.3723842004e-08	0.0000000000e+00
2.385	4.2407394580e-08	4.3713085300e-08	0.0000000000e+00
2.39	4.2405052461e-08	4.3702186752e-08	0.0000000000e+00
2.395	4.2402839929e-08	4.3691162943e-08	0.0000000000e+00
2.4	4.2400711455e-08	4.3680034658e-08	0.0000000000e+00
2.405	4.2398583863e-08	4.3668808676e-08	0.0000000000e+00
2.41	4.2396507146e-08	4.3657516221e-08	0.0000000000e+00
2.415	4.2394491191e-08	4.3646190964e-08	0.0000000000e+00
2.42	4.2392528988e-08	4.3634846293e-08	0.0000000000e+00
2.425	4.2390627777e-08	4.3623502547e-08	0.0000000000e+00
2.43	4.2388796258e-08	4.3612150800e-08	0.0000000000e+00
2.435	4.2387142263e-08	4.3600815209e-08	0.0000000000e+00
2.44	4.2385471032e-08	4.3589501006e-08	0.0000000000e+00
2.445	4.2383766917e-08	4.3578162188e-08	0.0000000000e+00
2.45	4.2382012040e-08	4.3566802033e-08	0.0000000000e+00
2.455	4.2380193343e-08	4.3555303916e-08	0.0000000000e+00
2.46	4.2378350613e-08	4.3543653475e-08	0.0000000000e+00
2.465	4.2376475139e-08	4.3531863480e-08	0.0000000000e+00
2.47	4.2374570703e-08	4.3519944282e-08	0.0000000000e+00
2.475	4.2372642009e-08	4.3507926138e-08	0.0000000000e+00
2.48	4.2370681887e-08	4.3495884902e-08	0.0000000000e+00
2.485	4.2368736619e-08	4.3483697512e-08	0.0000000000e+00
2.49	4.2366793659e-08	4.3471263740e-08	0.0000000000e+00
2.495	4.2364737520e-08	4.3458596385e-08	0.0000000000e+00
2.5	4.2362560044e-08	4.3445712571e-08	0.0000000000e+00
2.505	-4.5785207372e-07	4.3220093000e-08	0.0000000000e+00
2.51	-9.5806688327e-07	4.2995369800e-08	0.0000000000e+00
2.515	-1.4582817606e-06	4.2770957850e-08	0.0000000000e+00
2.52	-1.9584964221e-06	4.2546713841e-08	0.0000000000e+00
2.525	-2.4587111085e-06	4.2322571321e-08	0.0000000000e+00
2.53	-2.9589257301e-06	4.2098424641e-08	0.0000000000e+00
2.535	-3.4591399330e-06	4.1874360182e-08	0.0000000000e+00
2.54	-3.9593536306e-06	4.1650383469e-08	0.0000000000e+00
2.545	-4.4595671111e-06	4.1426488019e-08	0.0000000000e+00
2.55	-4.9597807624e-06	4.1202681910e-08	0.0000000000e+00
2.555	-5.4599945842e-06	4.0978880394e-08	0.0000000000e+00
2.56	-5.9602083260e-06	4.0755177518e-08	0.0000000000e+00
2.565	-6.4604219222e-06	4.0531598625e-08	0.0000000000e+00
2.57	-6.9606353250e-06	4.0308136739e-08	0.0000000000e+00
2.575	-7.4608485493e-06	4.0084807401e-08	0.0000000000e+00
2.58	-7.9610616227e-06	3.9861532527e-08	0.0000000000e+00
2.585	-8.4612745140e-06	3.9638412667e-08	0.0000000000e+00
2.59	-8.9614872197e-06	3.9415472903e-08	0.0000000000e+00
2.595	-9.4616997254e-06	3.9192774533e-08	0.0000000000e+00
2.6	-9.9619120577e-06	3.8970291098e-08	0.0000000000e+00
2.605	-1.0462124161e-05	3.8747877308e-08	0.0000000000e+00
2.61	-1.0962336169e-05	3.8525734205e-08	0.0000000000e+00
2.615	-1.1462548161e-05	3.8303848450e-08	0.0000000000e+00
2.62	-1.1962760125e-05	3.8082333683e-08	0.0000000000e+00
2.625	-1.2462972053e-05	3.7861321808e-08	0.0000000000e+00
2.63	-1.2963183956e-05	3.7640661142e-08	0.0000000000e+00
2.635	-1.3463395810e-05	3.7420523352e-08	0.0000000000e+00
2.64	-1.3963607609e-05	3.7200690078e-08	0.0000000000e+00
2.645	-1.4463819351e-05	3.6980972962e-08	0.0000000000e+00
2.65	-1.4964031036e-05	3.6761430608e-08	0.0000000000e+00
2.655	-1.5464242724e-05	3.6541875006e-08	0.0000000000e+00
2.66	-1.5964454410e-05	3.6322338203e-08	0.0000000000e+00
2.665	-1.6464666058e-05	3.6102817624e-08	0.0000000000e+00
2.67	-1.6964877716e-05	3.5883375088e-08	0.0000000000e+00
2.675	-1.7465089415e-05	3.5664094324e-08	0.0000000000e+00
2.68	-1.7965301133e-05	3.5444834727e-08	0.0000000000e+00
2.685	-1.8465512844e-05	3.5225589215e-08	0.0000000000e+00
2.69	-1.8965724541e-05	3.5006190384e-08	0.0000000000e+00
2.695	-1.9465936220e-05	3.4786675226e-08	0.0000000000e+00
2.7	-1.9966147894e-05	3.4567084757e-08	0.0000000000e+00
2.705	-2.0466359578e-05	3.4347365572e-08	0.0000000000e+00
2.71	-2.0966571290e-05	3.4127630392e-08	0.0000000000e+00
2.715	-2.1466783022e-05	3.3907914137e-08	0.0000000000e+00
2.72	-2.1966994773e-05	3.3688239700e-08	0.0000000000e+00
2.725	-2.2467206540e-05	3.3468640412e-08	0.0000000000e+00
2.73	-2.2967418322e-05	3.3249095504e-08	0.0000000000e+00
2.735	-2.3467630118e-05	3.3029690223e-08	0.0000000000e+00
2.74	-2.3967841898e-05	3.2810313896e-08	0.0000000000e+00
2.745	-2.4468053647e-05	3.2590925339e-08	0.0000000000e+00
2.75	-2.4968265526e-05	3.2371545581e-08	0.0000000000e+00
2.755	-2.5468477510e-05	3.2152105146e-08	0.0000000000e+00
2.76	-2.5968689529e-05	3.1932702583e-08	0.0000000000e+00
2.765	-2.6468901563e-05	3.1713369380e-08	0.0000000000e+00
2.77	-2.6969113615e-05	3.1494132608e-08	0.0000000000e+00
2.775	-2.7469325685e-05	3.1275010328e-08	0.0000000000e+00
2.78	-2.7969537783e-05	3.1055904089e-08	0.0000000000e+00
2.785	-2.8469749901e-05	3.0836885014e-08	0.0000000000e+00
2.79	-2.8969962033e-05	3.0617967656e-08	0.0000000000e+00
2.795	-2.9470174178e-05	3.0399142142e-08	0.0000000000e+00
2.8	-2.9970386333e-05	3.0180411537e-08	0.0000000000e+00
2.805	-3.0470598505e-05	2.9961695351e-08	0.0000000000e+00
2.81	-3.0970810666e-05	2.9743070612e-08	0.0000000000e+00
2.815	-3.1471022751e-05	2.9524541826e-08	0.0000000000e+00
2.82	-3.1971234765e-05	2.9306082031e-08	0.0000000000e+00
2.825	-3.2471446700e-05	2.9087730753e-08	0.0000000000e+00
2.83	-3.2971658549e-05	2.8869409521e-08	0.0000000000e+00
2.835	-3.3471870305e-05	2.8651202349e-08	0.0000000000e+00
2.84	-3.3972082058e-05	2.8433118777e-08	0.0000000000e+00
2.845	-3.4472293820e-05	2.8215154334e-08	0.0000000000e+00
2.85	-3.4972505588e-05	2.7997312023e-08	0.0000000000e+00
2.855	-3.5472717380e-05	2.7779518881e-08	0.0000000000e+00
2.86	-3.5972929179e-05	2.7561864875e-08	0.0000000000e+00
2.865	-3.6473140982e-05	2.7344285513e-08	0.0000000000e+00
2.87	-3.6973352789e-05	2.7126759289e-08	0.0000000000e+00
2.875	-3.7473564603e-05	2.6909208702e-08	0.0000000000e+00
2.88	-3.7973776439e-05	2.6691560757e-08	0.0000000000e+00
2.885	-3.8473988287e-05	2.6473894927e-08	0.0000000000e+00
2.89	-3.8974200145e-05	2.6256224713e-08	0.0000000000e+00
2.895	-3.9474412013e-05	2.6038554618e-08	0.0000000000e+00
2.9	-3.9974623893e-05	2.5820889147e-08	0.0000000000e+00
2.905	-4.0474835806e-05	2.5603148797e-08	0.0000000000e+00
2.91	-4.0975047744e-05	2.5385414548e-08	0.0000000000e+00
2.915	-4.1475259707e-05	2.5167697386e-08	0.0000000000e+00
2.92	-4.1975471700e-05	2.4949997302e-08	0.0000000000e+00
2.925	-4.2475683726e-05	2.4732316267e-08	0.0000000000e+00
2.93	-4.2975895809e-05	2.4514572777e-08	0.0000000000e+00
2.935	-4.3476107892e-05	2.4296848326e-08	0.0000000000e+00
2.94	-4.3976319984e-05	2.4079151418e-08	0.0000000000e+00
2.945	-4.4476531988e-05	2.3861480060e-08	0.0000000000e+00
2.95	-4.4976743941e-05	2.3643834755e-08	0.0000000000e+00
2.955	-4.5476955869e-05	2.3426132007e-08	0.0000000000e+00
2.96	-4.5977167734e-05	2.3208451317e-08	0.0000000000e+00
2.965	-4.6477379442e-05	2.2990795187e-08	0.0000000000e+00
2.97	-4.6977591047e-05	2.2773145621e-08	0.0000000000e+00
2.975	-4.7477802569e-05	2.2555484617e-08	0.0000000000e+00
2.98	-4.7978013944e-05	2.2337785184e-08	0.0000000000e+00
2.985	-4.8478225160e-05	2.2120089817e-08	0.0000000000e+00
2.99	-4.8978436207e-05	2.1902279014e-08	0.0000000000e+00
2.995	-4.9478647189e-05	2.1684560273e-08	0.0000000000e+00
3	-4.9978858135e-05	2.1467099088e-08	0.0000000000e+00
3.005	-5.0479069138e-05	2.1249836456e-08	0.0000000000e+00
3.01	-5.0979280182e-05	2.1032832869e-08	0.0000000000e+00
3.015	-5.1479491266e-05	2.0815924323e-08	0.0000000000e+00
3.02	-5.1979702418e-05	2.0599119817e-08	0.0000000000e+00
3.025	-5.2479913663e-05	2.0382464347e-08	0.0000000000e+00
3.03	-5.2980124924e-05	2.0165935910e-08	0.0000000000e+00
3.035	-5.3480336166e-05	1.9949535506e-08	0.0000000000e+00
3.04	-5.3980547263e-05	1.9733302129e-08	0.0000000000e+00
3.045	-5.4480758223e-05	1.9517289781e-08	0.0000000000e+00
3.05	-5.4980969072e-05	1.9301480460e-08	0.0000000000e+00
3.055	-5.5481179892e-05	1.9085688670e-08	0.0000000000e+00
3.06	-5.5981390730e-05	1.8869835410e-08	0.0000000000e+00
3.065	-5.6481601594e-05	1.8653969182e-08	0.0000000000e+00
3.07	-5.6981812483e-05	1.8438128488e-08	0.0000000000e+00
3.075	-5.7482023398e-05	1.8222352327e-08	0.0000000000e+00
3.08	-5.7982234349e-05	1.8006606200e-08	0.0000000000e+00
3.085	-5.8482445333e-05	1.7791042608e-08	0.0000000000e+00
3.09	-5.8982656346e-05	1.7575636549e-08	0.0000000000e+00
3.095	-5.9482867393e-05	1.7360265025e-08	0.0000000000e+00
3.1	-5.9983078476e-05	1.7144950034e-08	0.0000000000e+00
3.105	-6.0483289608e-05	1.6929659574e-08	0.0000000000e+00
3.11	-6.0983500716e-05	1.6714356145e-08	0.0000000000e+00
3.115	-6.1483711807e-05	1.6498947244e-08	0.0000000000e+00
3.12	-6.1983922912e-05	1.6283417870e-08	0.0000000000e+00
3.125	-6.2484134058e-05	1.6067786021e-08	0.0000000000e+00
3.13	-6.2984345205e-05	1.5851988195e-08	0.0000000000e+00
3.135	-6.3484556280e-05	1.5636111891e-08	0.0000000000e+00
3.14	-6.3984767291e-05	1.5420176108e-08	0.0000000000e+00
3.145	-6.4484978249e-05	1.5204184344e-08	0.0000000000e+00
3.15	-6.4985189159e-05	1.4988139598e-08	0.0000000000e+00
3.155	-6.5485400032e-05	1.4771962370e-08	0.0000000000e+00
3.16	-6.5985610899e-05	1.4555692160e-08	0.0000000000e+00
3.165	-6.6485821766e-05	1.4339419465e-08	0.0000000000e+00
3.17	-6.6986032638e-05	1.4123130286e-08	0.0000000000e+00
3.175	-6.7486243519e-05	1.3906815624e-08	0.0000000000e+00
3.18	-6.7986454421e-05	1.3690391979e-08	0.0000000000e+00
3.185	-6.8486665341e-05	1.3473937351e-08	0.0000000000e+00
3.19	-6.8986876277e-05	1.3257497739e-08	0.0000000000e+00
3.195	-6.9487087230e-05	1.3040984646e-08	0.0000000000e+00
3.2	-6.9987298202e-05	1.2824328569e-08	0.0000000000e+00
3.205	-7.0487509201e-05	1.2607482010e-08	0.0000000000e+00
3.21	-7.0987720219e-05	1.2390599967e-08	0.0000000000e+00
3.215	-7.1487931238e-05	1.2173756942e-08	0.0000000000e+00
3.22	-7.1988142287e-05	1.1956972933e-08	0.0000000000e+00
3.225	-7.2488353378e-05	1.1740398941e-08	0.0000000000e+00
3.23	-7.2988564519e-05	1.1523901965e-08	0.0000000000e+00
3.235	-7.3488775709e-05	1.1307549505e-08	0.0000000000e+00
3.24	-7.3988986946e-05	1.1091361559e-08	0.0000000000e+00
3.245	-7.4489198245e-05	1.0875311627e-08	0.0000000000e+00
3.25	-7.4989409626e-05	1.0659430708e-08	0.0000000000e+00
3.255	-7.5489621050e-05	1.0443647301e-08	0.0000000000e+00
3.26	-7.5989832487e-05	1.0228021907e-08	0.0000000000e+00
3.265	-7.6490043927e-05	1.0012567023e-08	0.0000000000e+00
3.27	-7.6990255375e-05	9.7972686501e-09	0.0000000000e+00
3.275	-7.7490466835e-05	9.5821157872e-09	0.0000000000e+00
3.28	-7.7990678316e-05	9.3670219337e-09	0.0000000000e+00
3.285	-7.8490889815e-05	9.1520535898e-09	0.0000000000e+00
3.29	-7.8991101327e-05	8.9372222546e-09	0.0000000000e+00
3.295	-7.9491312853e-05	8.7225204282e-09	0.0000000000e+00
3.3	-7.9991524392e-05	8.5079451102e-09	0.0000000000e+00
3.305	-8.0491735952e-05	8.2934133007e-09	0.0000000000e+00
3.31	-8.0991947530e-05	8.0789960002e-09	0.0000000000e+00
3.315	-8.1492159119e-05	7.8647057082e-09	0.0000000000e+00
3.32	-8.1992370720e-05	7.6505369248e-09	0.0000000000e+00
3.325	-8.2492582331e-05	7.4364861502e-09	0.0000000000e+00
3.33	-8.2992793958e-05	7.2224723840e-09	0.0000000000e+00
3.335	-8.3493005592e-05	7.0085696265e-09	0.0000000000e+00
3.34	-8.3993217229e-05	6.7947898774e-09	0.0000000000e+00
3.345	-8.4493428871e-05	6.5811271367e-09	0.0000000000e+00
3.35	-8.4993640522e-05	6.3675799043e-09	0.0000000000e+00
3.355	-8.5493852192e-05	6.1540646797e-09	0.0000000000e+00
3.36	-8.5994063880e-05	5.9406534630e-09	0.0000000000e+00
3.365	-8.6494275584e-05	5.7273577536e-09	0.0000000000e+00
3.37	-8.6994487308e-05	5.5141700512e-09	0.0000000000e+00
3.375	-8.7494699053e-05	5.3010873554e-09	0.0000000000e+00
3.38	-8.7994910830e-05	5.0880281657e-09	0.0000000000e+00
3.385	-8.8495122644e-05	4.8750654821e-09	0.0000000000e+00
3.39	-8.8995334496e-05	4.6622118040e-09	0.0000000000e+00
3.395	-8.9495546404e-05	4.4494606313e-09	0.0000000000e+00
3.4	-8.9995758370e-05	4.2368099637e-09	0.0000000000e+00
3.405	-9.0495970347e-05	4.0241778007e-09	0.0000000000e+00
3.41	-9.0996182327e-05	3.8116366426e-09	0.0000000000e+00
3.415	-9.1496394305e-05	3.5991974891e-09	0.0000000000e+00
3.42	-9.1996606286e-05	3.3868523402e-09	0.0000000000e+00
3.425	-9.2496818272e-05	3.1745986958e-09	0.0000000000e+00
3.43	-9.2997030273e-05	2.9623535560e-09	0.0000000000e+00
3.435	-9.3497242290e-05	2.7501909209e-09	0.0000000000e+00
3.44	-9.3997454317e-05	2.5381227904e-09	0.0000000000e+00
3.445	-9.4497666357e-05	2.3261426645e-09	0.0000000000e+00
3.45	-9.4997878409e-05	2.1142485432e-09	0.0000000000e+00
3.455	-9.5498090483e-05	1.9023584264e-09	0.0000000000e+00
3.46	-9.5998302578e-05	1.6905443140e-09	0.0000000000e+00
3.465	-9.6498514688e-05	1.4788147058e-09	0.0000000000e+00
3.47	-9.6998726814e-05	1.2671536017e-09	0.0000000000e+00
3.475	-9.7498938958e-05	1.0555385014e-09	0.0000000000e+00
3.48	-9.7999151125e-05	8.4380440464e-10	0.0000000000e+00
3.485	-9.8499363317e-05	6.3216881131e-10	0.0000000000e+00
3.49	-9.8999575525e-05	4.2075072115e-10	0.0000000000e+00
3.495	-9.9499787753e-05	2.0953713399e-10	0.0000000000e+00
3.5	-1.0000000000e-04	-1.4779502966e-12	0.0000000000e+00
3.505	-1.0000000000e-04	1.4096816184e-13	0.0000000000e+00
3.51	-1.0000000000e-04	8.6108949103e-13	0.0000000000e+00
3.515	-1.0000000000e-04	1.2959635644e-12	0.0000000000e+00
3.52	-1.0000000000e-04	1.5953999670e-12	0.0000000000e+00
3.525	-1.0000000000e-04	1.8408491903e-12	0.0000000000e+00
3.53	-1.0000000000e-04	2.0464611776e-12	0.0000000000e+00
3.535	-1.0000000000e-04	2.2133565049e-12	0.0000000000e+00
3.54	-1.0000000000e-04	2.3525070029e-12	0.0000000000e+00
3.545	-1.0000000000e-04	2.4693976011e-12	0.0000000000e+00
3.55	-1.0000000000e-04	2.5634491359e-12	0.0000000000e+00
3.555	-1.0000000000e-04	2.6354109078e-12	0.0000000000e+00
3.56	-1.0000000000e-04	2.6822340556e-12	0.0000000000e+00
3.565	-1.0000000000e-04	2.7000768397e-12	0.0000000000e+00
3.57	-1.0000000000e-04	2.6899139916e-12	0.0000000000e+00
3.575	-1.0000000000e-04	2.6477059182e-12	0.0000000000e+00
3.58	-1.0000000000e-04	2.5700353784e-12	0.0000000000e+00
3.585	-1.0000000000e-04	2.4563528663e-12	0.0000000000e+00
3.59	-1.0000000000e-04	2.3045762818e-12	0.0000000000e+00
3.595	-1.0000000000e-04	2.1209071014e-12	0.0000000000e+00
3.6	-1.0000000000e-04	1.9103057178e-12	0.0000000000e+00
3.605	-1.0000000000e-04	1.6815604943e-12	0.0000000000e+00
3.61	-1.0000000000e-04	1.4401298873e-12	0.0000000000e+00
3.615	-1.0000000000e-04	1.1958532564e-12	0.0000000000e+00
3.62	-1.0000000000e-04	9.5808903880e-13	0.0000000000e+00
3.625	-1.0000000000e-04	7.3643515176e-13	0.0000000000e+00
3.63	-1.0000000000e-04	5.4107301061e-13	0.0000000000e+00
3.635	-1.0000000000e-04	3.7583608584e-13	0.0000000000e+00
3.64	-1.0000000000e-04	2.4658379664e-13	0.0000000000e+00
3.645	-1.0000000000e-04	1.4867561049e-13	0.0000000000e+00
3.65	-1.0000000000e-04	7.4005965801e-14	0.0000000000e+00
3.655	-1.0000000000e-04	2.0585304633e-14	0.0000000000e+00
3.66	-1.0000000000e-04	-1.8634244854e-14	0.0000000000e+00
3.665	-1.0000000000e-04	-4.7575485814e-14	0.0000000000e+00
3.67	-1.0000000000e-04	-7.3559893476e-14	0.0000000000e+00
3.675	-1.0000000000e-04	-9.5814213996e-14	0.0000000000e+00
3.68	-1.0000000000e-04	-1.1573584208e-13	0.0000000000e+00
3.685	-1.0000000000e-04	-1.3374094523e-13	0.0000000000e+00
3.69	-1.0000000000e-04	-1.4892706289e-13	0.0000000000e+00
3.695	-1.0000000000e-04	-1.6278496446e-13	0.0000000000e+00
3.7	-1.0000000000e-04	-1.7483133844e-13	0.0000000000e+00
3.705	-1.0000000000e-04	-1.8516076967e-13	0.0000000000e+00
3.71	-1.0000000000e-04	-1.9399527364e-13	0.0000000000e+00
3.715	-1.0000000000e-04	-2.0075348036e-13	0.0000000000e+00
3.72	-1.0000000000e-04	-2.0632960338e-13	0.0000000000e+00
3.725	-1.0000000000e-04	-2.1055403084e-13	0.0000000000e+00
3.73	-1.0000000000e-04	-2.1365779330e-13	0.0000000000e+00
3.735	-1.0000000000e-04	-2.1588822594e-13	0.0000000000e+00
3.74	-1.0000000000e-04	-2.1707214874e-13	0.0000000000e+00
3.745	-1.0000000000e-04	-2.1752579444e-13	0.0000000000e+00
3.75	-1.0000000000e-04	-2.1727735300e-13	0.0000000000e+00
3.755	-1.0000000000e-04	-2.1635224008e-13	0.0000000000e+00
3.76	-1.0000000000e-04	-2.1479829056e-13	0.0000000000e+00
3.765	-1.0000000000e-04	-2.1260353480e-13	0.0000000000e+00
3.77	-1.0000000000e-04	-2.0983994955e-13	0.0000000000e+00
3.775	-1.0000000000e-04	-2.0656802005e-13	0.0000000000e+00
3.78	-1.0000000000e-04	-2.0283649503e-13	0.0000000000e+00
3.785	-1.0000000000e-04	-1.9876910511e-13	0.0000000000e+00
3.79	-1.0000000000e-04	-1.9441773636e-13	0.0000000000e+00
3.795	-1.0000000000e-04	-1.8991053403e-13	0.0000000000e+00
3.8	-1.0000000000e-04	-1.8531138947e-13	0.0000000000e+00
3.805	-1.0000000000e-04	-1.8063174821e-13	0.0000000000e+00
3.81	-1.0000000000e-04	-1.7589835953e-13	0.0000000000e+00
3.815	-1.0000000000e-04	-1.7111771672e-13	0.0000000000e+00
3.82	-1.0000000000e-04	-1.6632804848e-13	0.0000000000e+00
3.825	-1.0000000000e-04	-1.6155434830e-13	0.0000000000e+00
3.83	-1.0000000000e-04	-1.5682789893e-13	0.0000000000e+00
3.835	-1.0000000000e-04	-1.5216009345e-13	0.0000000000e+00
3.84	-1.0000000000e-04	-1.4759184314e-13	0.0000000000e+00
3.845	-1.0000000000e-04	-1.4315360558e-13	0.0000000000e+00
3.85	-1.0000000000e-04	-1.3884648678e-13	0.0000000000e+00
3.855	-1.0000000000e-04	-1.3470814737e-13	0.0000000000e+00
3.86	-1.0000000000e-04	-1.3070540430e-13	0.0000000000e+00
3.865	-1.0000000000e-04	-1.2684669740e-13	0.0000000000e+00
3.87	-1.0000000000e-04	-1.2312569827e-13	0.0000000000e+00
3.875	-1.0000000000e-04	-1.1954168595e-13	0.0000000000e+00
3.88	-1.0000000000e-04	-1.1609951416e-13	0.0000000000e+00
3.885	-1.0000000000e-04	-1.1277231406e-13	0.0000000000e+00
3.89	-1.0000000000e-04	-1.0956073449e-13	0.0000000000e+00
3.895	-1.0000000000e-04	-1.0646802629e-13	0.0000000000e+00
3.9	-1.0000000000e-04	-1.0349947704e-13	0.0000000000e+00
3.905	-1.0000000000e-04	-1.0065152899e-13	0.0000000000e+00
3.91	-1.0000000000e-04	-9.7904406133e-14	0.0000000000e+00
3.915	-1.0000000000e-04	-9.5244243131e-14	0.0000000000e+00
3.92	-1.0000000000e-04	-9.2661558926e-14	0.0000000000e+00
3.925	-1.0000000000e-04	-9.0128454473e-14	0.0000000000e+00
3.93	-1.0000000000e-04	-8.7640105465e-14	0.0000000000e+00
3.935	-1.0000000000e-04	-8.5190886168e-14	0.0000000000e+00
3.94	-1.0000000000e-04	-8.2784249468e-14	0.0000000000e+00
3.945	-1.0000000000e-04	-8.0427629327e-14	0.0000000000e+00
3.95	-1.0000000000e-04	-7.8123165308e-14	0.0000000000e+00
3.955	-1.0000000000e-04	-7.5876507122e-14	0.0000000000e+00
3.96	-1.0000000000e-04	-7.3687573442e-14	0.0000000000e+00
3.965	-1.0000000000e-04	-7.1558536491e-14	0.0000000000e+00
3.97	-1.0000000000e-04	-6.9493114608e-14	0.0000000000e+00
3.975	-1.0000000000e-04	-6.7490731427e-14	0.0000000000e+00
3.98	-1.0000000000e-04	-6.5558265785e-14	0.0000000000e+00
3.985	-1.0000000000e-04	-6.3691475829e-14	0.0000000000e+00
3.99	-1.0000000000e-04	-6.1889213247e-14	0.0000000000e+00
3.995	-1.0000000000e-04	-6.0149125786e-14	0.0000000000e+00
4	-1.0000000000e-04	-5.8465026402e-14	0.0000000000e+00
4.005	-1.0000000000e-04	-5.6832773145e-14	0.0000000000e+00
4.01	-1.0000000000e-04	-5.5246763762e-14	0.0000000000e+00
4.015	-1.0000000000e-04	-5.3701184066e-14	0.0000000000e+00
4.02	-1.0000000000e-04	-5.2195596109e-14	0.0000000000e+00
4.025	-1.0000000000e-04	-5.0725284287e-14	0.0000000000e+00
4.03	-1.0000000000e-04	-4.9289205399e-14	0.0000000000e+00
